age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
20,171,63,Paraguay,60,75,65,51,43,62,35,46,39,38,59,59,70,69,66,60,55,35,37,9,11,10,7,7,500.0
28,180,70,Ecuador,60,62,29,19,58,61,30,52,25,28,62,50,55,62,48,47,56,61,61,9,14,14,15,9,500.0
19,182,84,Norway,60,75,30,61,56,58,51,63,50,30,39,60,68,67,70,52,73,15,16,6,6,7,7,7,650.0
20,183,72,Germany,60,76,42,42,60,67,36,56,42,45,63,62,55,52,61,53,62,63,61,12,6,11,9,11,2000.0
23,174,69,Venezuela,60,68,46,51,35,60,53,59,64,65,57,52,65,69,70,61,59,29,29,5,5,7,5,4,500.0
20,180,75,Bolivia,60,69,48,50,62,54,39,58,32,50,49,60,61,64,66,40,70,67,62,7,10,9,14,13,500.0
20,190,82,Romania,60,73,16,12,14,30,15,14,13,15,33,18,38,45,47,55,43,18,15,60,59,55,58,62,500.0
21,161,65,Venezuela,60,70,38,27,33,62,30,30,40,36,60,54,71,70,62,59,50,65,60,11,11,9,8,11,500.0
23,185,85,Peru,60,66,14,18,16,41,17,16,13,20,45,22,50,56,67,57,52,15,15,59,58,62,59,60,500.0
30,185,70,Venezuela,60,61,14,19,13,27,19,24,15,14,25,25,43,30,44,64,52,18,20,60,59,54,57,58,500.0
22,178,66,Venezuela,60,67,44,45,61,54,36,45,33,31,45,57,76,62,62,51,56,65,60,11,6,13,12,6,500.0
22,181,70,Venezuela,60,67,55,39,60,61,31,43,30,35,50,54,61,63,60,63,49,63,58,11,15,7,12,10,500.0
19,190,83,Venezuela,60,69,37,63,62,47,61,60,45,39,39,57,62,68,60,53,49,26,12,15,9,8,11,9,2000.0
17,188,75,Norway,60,79,52,32,58,58,30,54,30,28,53,56,66,70,53,56,42,61,58,10,13,11,9,8,500.0
21,187,70,Denmark,60,70,55,49,54,65,55,60,55,50,58,63,67,70,62,58,66,59,52,11,12,14,5,12,2000.0
21,175,71,Peru,60,66,58,60,49,61,47,56,39,45,62,65,65,60,62,57,44,37,38,7,5,11,14,9,500.0
21,171,62,South Africa,60,72,62,44,38,60,44,58,45,36,51,59,76,74,73,51,79,47,44,7,8,15,6,5,550.0
25,187,75,Sweden,60,65,26,22,60,50,26,33,31,22,38,47,54,56,50,56,46,60,56,15,10,14,8,10,950.0
21,165,62,Romania,60,71,55,46,40,61,41,60,57,47,56,61,83,82,83,54,84,33,27,11,13,14,15,12,800.0
18,182,81,Germany,60,80,52,61,33,64,44,65,50,39,55,66,69,65,72,40,71,37,36,11,8,15,10,5,1000.0
18,182,70,England,60,80,45,60,54,55,55,58,52,43,46,56,91,92,82,55,63,25,21,14,7,8,10,8,1000.0
19,178,72,Republic of Ireland,60,70,43,52,44,64,41,59,49,38,62,60,72,74,67,56,76,59,56,10,14,8,10,9,1000.0
22,190,78,Uruguay,60,68,14,7,14,24,6,8,11,14,20,13,19,31,33,58,38,11,12,61,59,57,60,58,500.0
20,184,75,Netherlands,60,73,49,53,41,66,50,65,51,50,63,67,49,46,56,55,50,42,35,9,8,8,14,9,950.0
23,172,70,Paraguay,60,65,41,56,36,61,38,63,50,39,58,63,61,65,61,50,59,40,45,7,9,13,6,14,500.0
18,183,75,England,60,80,49,52,42,52,41,62,45,46,47,59,87,83,74,56,78,32,24,10,6,14,7,14,3000.0
21,177,70,Uruguay,60,72,61,45,53,56,28,63,49,40,55,60,82,79,78,52,60,55,55,12,13,9,8,9,1000.0
23,161,59,Japan,60,65,53,51,31,59,48,66,56,60,55,63,81,70,87,41,93,29,32,6,10,8,9,8,2000.0
19,180,70,Japan,60,73,64,50,44,61,56,66,60,61,60,63,58,60,65,50,65,33,30,7,11,7,13,6,850.0
29,182,80,United States,60,60,52,42,52,57,38,52,35,33,56,57,66,71,62,53,55,57,55,8,10,9,11,13,500.0
19,172,68,Germany,60,74,49,54,51,70,52,60,61,51,66,62,68,61,69,55,73,57,54,8,15,11,11,12,2000.0
25,184,85,Australia,60,66,10,8,12,29,7,9,12,10,24,11,14,20,23,38,30,13,11,62,60,60,62,65,500.0
22,165,68,United States,60,69,35,44,17,62,21,65,52,48,55,60,84,73,90,55,90,31,35,10,12,12,8,11,1000.0
20,173,67,Korea Republic,60,76,50,43,36,63,35,65,56,53,55,63,73,72,80,54,79,34,35,5,7,9,15,9,850.0
30,178,75,Jordan,60,60,41,61,63,50,66,56,49,31,38,61,51,62,60,51,67,16,15,8,7,10,13,8,2000.0
20,177,75,Argentina,60,69,39,67,58,61,44,60,32,20,21,62,59,61,56,49,75,21,24,7,12,10,12,13,500.0
20,188,73,Ukraine,60,73,44,57,41,62,40,63,40,40,61,60,67,63,50,56,51,37,45,13,14,11,8,14,500.0
21,155,66,Mexico,60,72,45,47,48,69,55,59,52,55,65,65,73,73,77,52,82,51,47,8,7,8,9,9,2000.0
21,182,62,Morocco,60,73,47,44,51,64,37,54,52,51,57,59,58,61,60,59,65,64,60,14,13,6,8,7,2000.0
24,180,81,Cameroon,60,66,49,35,37,65,42,50,47,37,62,64,61,62,60,58,60,50,54,13,9,9,13,14,1000.0
18,168,55,United States,60,76,58,48,36,60,35,61,40,35,55,62,77,72,75,58,91,63,59,8,11,13,9,10,500.0
20,186,80,Portugal,60,71,12,7,11,24,7,10,13,12,22,15,22,24,25,60,30,9,12,61,59,53,58,61,600.0
21,177,74,Turkey,60,73,44,36,59,62,41,58,48,41,68,64,62,66,56,53,69,58,54,12,13,11,13,6,2000.0
25,185,80,Colombia,60,67,28,32,61,53,31,38,28,28,55,49,55,60,44,50,55,67,61,9,6,10,7,10,3000.0
19,179,69,Mexico,60,80,43,40,56,67,37,61,43,44,57,63,67,60,58,58,66,62,55,5,13,6,15,12,2000.0
20,190,85,Chile,60,72,24,16,62,61,20,26,25,24,55,50,55,60,45,47,55,61,58,9,13,12,7,7,550.0
20,189,83,Netherlands,60,70,57,32,46,46,28,52,40,30,36,60,69,74,52,57,54,61,60,6,8,7,9,9,1000.0
23,175,68,Sweden,60,67,62,34,43,67,42,54,50,51,64,57,68,65,61,57,76,54,48,6,6,7,15,12,600.0
24,189,75,Bolivia,60,65,53,22,68,59,26,29,28,30,34,48,65,63,43,51,55,61,55,8,11,14,5,7,500.0
22,175,69,Bolivia,60,65,58,21,38,46,22,52,34,26,23,55,61,68,58,55,55,64,61,8,12,12,11,13,500.0
20,195,80,Sweden,60,73,10,7,12,25,5,8,13,14,28,12,55,45,48,52,40,10,10,62,57,57,59,61,500.0
20,176,74,England,60,70,41,61,54,52,55,57,53,42,42,59,77,76,74,57,77,21,16,9,14,12,7,14,5000.0
28,178,77,Morocco,60,60,56,34,46,57,37,55,56,39,53,56,66,64,62,54,60,57,52,9,9,7,9,11,700.0
20,174,70,Belarus,60,72,56,46,37,53,41,68,54,32,46,60,76,61,83,56,81,20,24,8,14,13,8,6,650.0
21,190,74,Greece,60,70,10,7,11,34,8,8,10,11,35,11,24,30,52,46,21,10,13,64,65,50,48,66,500.0
20,178,70,Venezuela,60,72,11,8,18,14,8,9,12,16,16,12,22,28,30,56,47,15,16,62,57,54,62,60,500.0
22,176,79,Nigeria,60,69,49,52,57,64,49,65,57,47,62,67,64,54,58,60,60,60,59,14,6,10,15,14,2000.0
26,183,80,Sweden,60,63,56,23,58,56,23,52,29,20,49,54,57,54,57,57,60,60,60,8,13,8,8,13,650.0
22,170,64,Canada,60,66,54,59,37,60,56,65,66,55,42,66,75,68,75,54,81,33,38,7,5,9,10,10,1000.0
22,167,65,Venezuela,60,69,65,51,33,49,44,65,37,33,39,65,75,77,65,58,65,28,29,10,12,14,10,13,500.0
23,183,67,Uruguay,60,68,43,17,53,46,29,39,20,21,22,49,62,67,47,57,65,68,64,6,10,15,6,6,500.0
20,171,59,Japan,60,69,53,26,41,61,29,53,33,38,58,61,57,68,86,56,83,61,56,13,7,5,10,13,1000.0
21,183,75,Turkey,60,70,58,35,53,45,27,61,57,42,37,52,65,62,53,58,62,63,62,12,8,6,10,12,2000.0
25,184,75,Saudi Arabia,60,65,41,21,55,49,26,31,21,28,44,44,57,73,51,55,59,60,57,13,6,13,5,13,5000.0
30,167,60,Japan,60,60,61,46,33,60,46,60,51,52,59,61,68,61,82,55,88,22,26,9,13,12,12,7,950.0
19,172,69,Bolivia,60,71,39,30,63,60,31,39,33,35,55,57,58,57,51,66,62,63,57,12,8,10,9,14,500.0
21,165,64,Bolivia,60,70,30,32,42,57,38,42,40,36,55,52,61,58,60,63,54,60,60,14,9,11,7,13,500.0
18,186,72,France,60,77,27,26,63,55,34,28,35,26,45,43,48,60,39,48,68,64,62,11,15,10,9,12,800.0
18,189,91,Japan,60,74,12,6,12,21,7,14,13,11,23,11,48,53,39,53,33,12,11,65,56,61,50,67,500.0
20,181,78,Ecuador,60,75,38,28,50,54,30,30,30,29,56,56,60,60,63,63,57,63,60,9,13,12,11,8,500.0
19,180,76,Iceland,60,75,51,44,62,66,35,64,48,40,63,63,61,54,54,57,64,65,64,9,5,9,13,7,3000.0
20,182,74,Switzerland,60,74,50,57,50,51,46,65,46,38,41,61,92,89,89,54,78,20,15,7,10,8,7,13,2000.0
24,189,80,Ecuador,60,66,38,53,45,67,30,50,37,39,60,60,65,63,60,56,72,57,46,6,6,14,14,13,500.0
20,169,63,Ecuador,60,70,42,32,45,62,30,49,33,38,62,57,57,60,59,53,71,62,58,14,9,7,8,13,500.0
23,175,70,Japan,60,67,60,37,45,57,30,59,28,34,56,63,70,67,70,50,70,56,57,11,11,10,13,10,800.0
21,183,73,Scotland,60,68,52,61,54,53,53,59,57,48,32,56,73,70,59,56,64,16,13,9,11,6,15,9,1000.0
22,181,77,Argentina,60,66,48,41,58,67,37,54,42,44,60,60,54,53,58,58,67,61,63,14,5,13,12,13,2000.0
24,187,82,Germany,60,66,50,39,56,58,29,48,44,48,53,54,63,63,64,56,64,60,61,15,11,14,10,7,850.0
18,177,65,England,60,78,54,37,50,60,34,55,38,32,53,57,70,70,64,59,68,60,61,13,13,10,13,14,2000.0
18,183,68,Tunisia,60,74,53,55,30,56,41,63,57,38,44,60,75,72,80,54,79,22,27,9,6,6,5,10,500.0
19,176,66,United States,60,77,50,60,43,52,43,63,52,48,40,61,85,86,82,51,83,17,15,6,10,6,15,14,800.0
17,188,81,Germany,60,82,44,22,62,45,24,44,23,20,36,49,83,86,63,51,57,64,59,12,8,8,10,8,500.0
20,188,72,Austria,60,69,56,26,56,55,26,48,42,35,46,54,68,74,61,45,55,61,64,11,7,13,9,9,1000.0
18,165,60,Netherlands,60,78,49,60,59,56,54,59,50,44,44,58,80,78,82,61,81,24,19,12,5,8,14,6,5000.0
21,183,77,Cameroon,60,70,43,59,55,52,47,58,51,35,44,57,78,82,62,59,59,25,20,8,12,10,8,6,700.0
20,173,68,Korea Republic,60,75,55,60,44,60,58,64,58,50,51,60,71,80,75,46,78,24,25,14,5,13,10,11,850.0
24,189,70,Senegal,60,65,49,56,64,66,35,55,38,39,61,59,71,65,60,56,66,54,57,7,12,7,12,10,750.0
21,195,81,Denmark,60,70,16,9,14,32,10,12,16,15,35,28,35,29,30,35,35,12,10,64,61,60,61,63,950.0
19,185,79,Japan,60,70,10,7,12,20,9,13,13,14,21,17,19,28,30,36,44,14,11,66,59,56,60,63,550.0
25,180,74,France,60,63,45,46,22,63,63,69,64,42,48,68,78,79,76,41,64,18,21,7,9,13,14,8,1000.0
27,180,71,Mexico,60,60,60,47,50,62,26,54,33,31,52,53,65,60,49,46,65,63,65,11,14,7,11,15,2000.0
18,188,80,Norway,60,73,56,31,55,55,28,51,48,32,51,56,62,70,55,55,54,59,54,9,12,7,13,10,600.0
17,168,62,France,60,74,50,45,52,70,48,59,55,49,59,65,60,58,56,54,64,58,53,9,10,10,11,11,700.0
18,172,69,Argentina,60,77,59,52,38,61,56,63,55,57,54,60,69,64,64,55,68,34,31,6,5,7,10,9,800.0
19,190,83,Germany,60,74,10,9,12,29,12,15,13,12,17,20,35,32,29,52,34,10,13,63,58,59,56,65,1000.0
20,175,74,Italy,60,68,38,67,56,56,45,55,48,45,33,58,69,55,63,55,70,33,30,11,14,6,7,10,3000.0
24,183,73,Spain,60,66,32,61,54,54,46,57,44,28,35,59,70,73,58,59,64,11,17,13,10,7,7,15,800.0
17,167,63,Japan,60,76,56,27,43,57,29,50,45,44,55,55,72,63,80,54,86,60,54,5,8,13,13,11,500.0
19,185,80,Switzerland,60,78,50,55,55,65,54,65,61,51,64,63,69,63,68,60,65,41,51,10,7,10,6,6,2000.0
19,178,73,Australia,60,76,56,50,52,68,49,65,58,45,64,67,68,57,59,59,69,57,60,12,15,8,7,15,4000.0
19,177,75,England,60,72,40,60,63,57,52,55,48,35,38,62,68,64,61,54,69,21,19,10,8,13,12,8,4000.0
20,174,70,Denmark,60,70,52,52,42,65,45,60,50,44,59,63,68,69,72,54,70,57,54,12,15,8,14,6,1000.0
18,170,61,France,60,73,63,34,52,70,48,58,47,57,63,64,66,68,71,62,87,53,60,10,7,7,14,6,2000.0
22,180,68,Mexico,60,71,50,54,39,62,49,60,58,43,60,62,68,68,65,58,63,60,55,11,13,6,6,9,3000.0
26,173,70,England,60,63,56,45,51,55,43,57,47,41,52,56,72,72,67,53,77,56,56,14,7,8,11,15,1000.0
20,194,84,Mexico,60,75,40,30,62,57,25,47,38,34,58,53,58,53,58,52,51,60,58,11,9,14,6,7,5000.0
19,186,85,Portugal,60,78,19,12,25,45,16,15,21,19,55,23,32,38,69,67,66,14,18,60,56,57,54,60,550.0
19,184,72,Mexico,60,79,55,57,42,65,54,65,49,40,65,67,60,52,55,58,68,44,27,6,14,13,12,7,1000.0
21,182,80,Congo DR,60,67,26,66,58,40,50,52,38,32,30,56,70,71,60,63,58,12,18,14,6,15,7,11,1000.0
21,191,72,England,60,67,43,39,53,56,39,54,47,38,54,56,70,69,64,50,59,56,58,5,6,15,14,7,1000.0
22,186,71,Germany,60,68,50,60,45,56,51,64,60,30,48,59,83,89,80,54,61,40,41,15,12,7,11,13,550.0
19,172,70,Hungary,60,76,54,52,49,60,53,69,59,53,57,69,64,64,58,63,61,40,45,7,13,14,8,8,4000.0
20,192,83,Germany,60,72,9,4,12,26,4,9,11,10,22,10,24,29,29,50,24,13,11,60,58,56,59,63,2000.0
23,171,67,Netherlands,60,66,47,54,40,50,57,72,53,48,47,64,80,76,80,52,75,34,29,12,10,15,8,11,1000.0
19,178,71,Scotland,60,73,53,30,50,53,27,54,39,35,45,53,73,72,66,54,67,59,57,8,15,12,13,11,2000.0
20,189,83,Romania,60,69,57,62,57,56,43,61,47,32,47,60,69,71,70,55,56,41,39,7,6,14,6,6,1000.0
26,175,68,Romania,60,63,55,56,51,57,35,58,19,58,56,57,71,68,70,62,64,57,54,9,10,12,6,12,2000.0
20,180,70,Romania,60,69,37,45,44,62,36,58,39,36,56,59,72,67,65,53,66,59,58,15,13,10,7,7,1000.0
20,172,62,Germany,60,70,58,35,40,61,32,55,41,33,40,58,79,73,75,51,87,57,53,8,12,14,14,5,2000.0
20,166,64,Mexico,60,76,49,46,48,69,52,63,54,47,68,60,53,67,63,51,63,55,55,9,7,14,6,12,5000.0
21,193,87,Argentina,60,68,9,8,22,25,6,20,11,14,24,23,40,44,35,55,34,15,13,59,60,62,56,64,1000.0
18,182,68,Spain,60,78,36,68,63,50,47,58,42,38,42,62,55,54,77,63,75,20,18,15,9,14,7,10,4000.0
20,190,82,Germany,60,71,37,33,61,55,27,41,29,22,52,42,52,58,48,55,43,62,60,12,11,11,15,12,1000.0
19,173,62,Argentina,60,76,51,46,38,66,45,65,50,48,64,61,68,60,70,59,80,52,53,7,9,13,6,13,1000.0
17,175,70,Argentina,60,74,64,44,50,46,31,64,45,44,44,58,70,68,70,56,72,58,60,11,5,13,5,6,500.0
18,181,77,Argentina,60,72,56,58,49,54,54,63,52,45,50,64,68,66,68,58,68,49,41,12,12,9,14,7,750.0
17,183,76,Argentina,60,76,34,25,57,49,29,41,38,32,45,53,53,50,49,52,68,65,63,12,10,6,11,8,500.0
27,192,85,Albania,60,63,37,31,58,51,27,43,33,36,48,48,51,49,55,56,65,58,59,8,14,12,6,10,1000.0
18,179,74,Argentina,60,76,54,58,40,57,48,67,55,53,55,59,75,66,73,54,79,38,39,8,11,13,5,7,950.0
18,168,60,Spain,60,80,50,56,31,57,46,69,52,43,41,66,71,66,75,49,82,26,22,7,14,11,6,9,3000.0
18,183,71,Argentina,60,76,37,62,47,58,58,68,53,41,39,62,65,66,63,56,69,19,17,11,12,13,9,14,1000.0
21,188,82,Portugal,60,70,15,9,21,27,8,22,12,12,26,17,55,55,63,69,68,22,21,56,58,57,57,59,650.0
20,189,88,Poland,60,74,13,12,13,24,8,15,16,13,23,21,43,32,32,45,43,14,12,59,61,56,63,59,850.0
20,183,75,Ghana,60,68,44,25,59,53,25,45,26,27,42,53,67,65,48,50,59,60,58,13,12,8,7,13,500.0
23,196,87,Argentina,60,68,14,7,12,18,9,11,13,12,23,13,19,18,24,53,37,12,8,61,59,57,62,59,1000.0
30,193,84,England,60,60,34,24,58,45,29,37,23,30,39,41,53,56,42,54,49,59,59,8,15,5,8,10,2000.0
18,178,64,Guinea,60,78,60,54,38,57,51,68,60,44,39,69,73,71,75,45,71,31,32,8,13,8,9,11,1000.0
19,181,72,France,60,73,56,53,51,66,49,60,50,48,65,62,62,67,65,58,71,58,56,15,7,7,9,9,650.0
23,196,84,Scotland,60,65,14,7,13,26,9,10,11,12,23,11,29,25,35,30,24,11,14,62,61,62,63,64,800.0
18,197,90,France,60,74,39,43,53,62,41,56,51,46,57,61,39,54,50,54,45,57,50,6,13,8,7,5,500.0
19,175,72,Portugal,60,72,56,30,51,54,30,63,35,39,39,44,69,73,56,58,72,60,62,6,7,13,11,5,850.0
19,185,72,Sweden,60,77,12,5,11,36,8,9,13,12,32,19,22,25,50,54,46,13,13,60,58,59,60,61,500.0
19,177,74,Austria,60,74,45,29,46,66,31,63,60,39,65,65,64,62,80,58,71,59,57,15,9,11,8,10,2000.0
21,178,70,Zambia,60,69,31,65,57,48,45,62,34,28,35,58,80,84,72,53,72,12,15,15,11,6,9,13,3000.0
17,188,85,Turkey,60,74,12,8,10,22,6,9,10,13,21,17,34,32,31,30,38,10,12,66,59,63,58,65,500.0
18,182,72,Republic of Ireland,60,78,40,62,58,49,57,55,49,37,39,56,72,75,57,62,60,17,23,7,12,11,7,10,4000.0
20,177,74,England,60,73,59,36,50,52,36,56,39,41,47,48,69,69,60,52,69,58,56,11,11,13,8,13,8000.0
24,178,70,England,60,63,56,54,42,53,50,60,51,52,45,59,83,84,81,54,75,48,45,14,9,8,15,14,2000.0
19,182,69,Netherlands,60,73,44,40,46,67,45,58,46,42,65,64,76,71,77,56,64,58,56,9,14,13,11,12,800.0
19,180,75,England,60,77,14,7,10,26,6,7,11,12,17,17,50,50,40,37,53,13,14,63,60,60,60,65,4000.0
19,188,68,England,60,72,59,36,55,54,27,57,62,32,48,57,71,73,56,54,62,59,57,8,7,11,6,13,2000.0
20,181,78,Germany,60,67,49,60,57,55,49,60,36,30,52,61,69,73,66,58,70,22,20,10,14,6,13,9,1000.0
21,180,75,Spain,60,72,51,48,60,64,44,62,56,45,60,62,55,55,64,60,64,61,59,6,14,11,12,9,1000.0
29,167,67,Saudi Arabia,60,60,54,49,47,59,48,64,55,44,61,58,81,73,78,54,85,38,35,7,12,7,7,8,3000.0
23,182,80,Japan,60,65,52,24,57,56,30,44,37,33,57,49,62,64,52,55,56,60,58,13,11,15,12,8,1000.0
21,177,71,Norway,60,70,57,28,45,48,28,53,56,34,40,54,74,69,67,56,71,59,59,9,5,6,7,5,650.0
18,175,70,Germany,60,71,50,64,39,62,42,66,44,41,49,67,69,66,71,47,76,27,31,10,9,13,10,12,1000.0
17,184,75,Netherlands,60,77,42,25,63,64,31,60,38,34,62,64,57,63,51,50,65,66,64,6,12,11,12,10,500.0
19,185,74,Switzerland,60,78,53,38,55,50,40,47,49,34,49,52,70,70,55,56,54,59,58,12,10,12,8,5,1000.0
20,197,97,Nigeria,60,70,30,64,68,54,58,55,34,30,31,56,49,52,36,52,34,28,21,9,8,12,14,9,950.0
22,175,70,Spain,60,71,26,67,62,54,44,68,40,42,35,58,74,72,56,55,77,15,17,10,6,8,7,12,2000.0
20,177,68,France,60,72,55,37,44,55,41,68,45,36,50,64,74,73,76,45,75,30,33,9,9,6,15,11,1000.0
21,185,75,Netherlands,60,70,40,41,57,65,33,62,47,43,63,65,69,67,68,58,65,59,57,11,14,5,10,13,2000.0
21,170,64,Ghana,60,74,49,46,41,63,48,65,50,39,64,63,75,68,87,44,82,49,48,5,10,13,6,6,2000.0
20,175,67,Ecuador,60,71,52,48,39,57,26,65,34,37,54,58,75,75,70,60,60,50,48,7,12,6,15,7,500.0
20,182,78,France,60,72,61,61,49,56,58,66,56,49,49,64,72,75,62,46,59,36,33,13,14,14,11,11,850.0
24,188,81,Saudi Arabia,60,66,31,16,59,48,29,27,31,22,43,39,72,75,44,52,34,61,60,9,10,9,7,13,4000.0
20,176,69,Ivory Coast,60,69,61,30,50,54,26,57,47,40,49,60,70,69,69,54,70,58,55,14,6,8,13,9,2000.0
19,186,78,France,60,69,50,25,62,58,21,38,26,31,55,48,43,56,39,45,55,63,54,13,9,9,12,15,600.0
21,189,81,Serbia,60,71,51,28,62,53,28,50,42,33,43,42,66,59,52,52,42,57,61,9,12,6,12,10,750.0
22,170,64,Argentina,60,70,59,59,60,59,59,62,43,39,58,60,67,66,59,58,69,38,35,6,5,7,11,13,2000.0
20,180,72,Senegal,60,76,46,60,40,51,43,63,46,39,42,62,85,84,75,40,66,23,22,11,12,14,15,12,2000.0
25,178,79,Argentina,60,61,62,57,55,60,50,61,46,29,58,60,65,66,60,57,66,42,40,7,6,6,6,13,2000.0
23,184,75,Argentina,60,67,36,22,59,48,20,24,30,27,46,45,52,51,33,54,60,69,65,5,7,11,12,9,2000.0
19,193,86,Germany,60,75,27,21,62,55,30,39,26,28,49,50,63,69,48,45,47,65,60,11,11,8,9,11,2000.0
21,167,56,Thailand,60,72,55,59,46,61,51,64,59,53,60,65,78,56,75,58,84,38,45,13,15,9,11,8,9000.0
19,192,81,Belgium,60,74,34,62,62,54,54,63,38,28,32,61,69,77,58,45,45,23,21,6,11,13,7,7,1000.0
18,187,84,Germany,60,79,42,66,65,55,55,52,48,35,33,60,59,63,61,53,63,18,22,15,10,11,7,9,3000.0
27,178,75,Saudi Arabia,60,61,47,35,51,53,34,47,44,27,57,50,71,76,62,51,64,56,53,12,6,8,7,11,4000.0
18,177,71,Spain,60,80,30,70,59,55,44,63,37,33,42,60,51,54,52,54,67,14,13,13,9,8,13,10,8000.0
20,191,81,Netherlands,60,73,55,22,57,56,29,49,30,28,42,45,66,62,54,50,54,65,61,11,13,6,14,8,950.0
19,192,75,Netherlands,60,74,10,7,12,28,5,11,13,11,26,13,43,34,38,55,39,11,13,59,56,58,58,63,550.0
20,175,70,Belgium,60,74,61,55,40,65,48,68,51,45,52,70,75,67,72,55,79,32,39,9,12,6,8,5,2000.0
21,180,75,Uruguay,60,69,36,35,46,61,34,52,37,36,61,56,64,59,51,69,65,55,50,7,6,8,6,12,500.0
20,183,75,Argentina,60,71,43,45,56,69,35,52,42,47,60,63,63,69,66,59,61,61,66,14,13,12,11,10,2000.0
19,185,69,Italy,60,75,40,20,57,60,30,45,45,35,55,50,46,52,43,57,67,70,68,8,6,11,13,12,3000.0
20,180,69,Turkey,60,69,54,30,53,40,28,61,55,47,35,55,65,56,51,61,68,64,59,9,7,10,6,11,2000.0
21,185,78,Peru,60,65,11,6,14,17,8,7,14,12,19,19,23,26,25,58,43,13,11,61,55,60,60,60,500.0
20,188,78,Peru,60,70,23,21,58,65,22,25,21,23,27,61,61,64,46,60,77,65,63,15,7,10,8,9,500.0
21,177,71,Germany,60,70,55,56,46,66,49,63,47,43,59,65,73,64,77,52,78,57,44,12,12,8,10,14,2000.0
19,179,67,Venezuela,60,74,45,40,51,61,30,49,40,41,55,55,61,62,58,60,70,61,59,13,10,15,13,8,500.0
24,191,82,Sweden,60,67,54,22,64,66,27,28,27,24,55,55,62,64,46,48,48,63,56,7,11,14,9,13,550.0
21,171,66,Argentina,60,69,63,59,37,60,39,62,40,41,50,60,68,65,60,58,74,28,22,5,6,11,7,7,500.0
19,183,69,Scotland,60,72,33,66,58,46,50,55,48,34,33,58,65,67,57,62,67,18,14,9,9,11,13,14,2000.0
19,170,65,Venezuela,60,72,41,56,40,62,34,58,35,34,58,60,70,63,67,57,70,56,52,6,13,11,12,11,500.0
20,183,77,Spain,60,72,46,39,56,59,39,49,40,35,58,53,56,58,58,59,64,60,58,14,6,11,10,5,2000.0
19,188,75,Italy,60,77,52,61,60,55,47,64,49,43,46,61,64,66,63,56,48,21,14,13,6,11,10,5,3000.0
19,185,72,Netherlands,60,77,47,23,59,62,27,59,26,30,59,60,79,79,74,52,65,58,55,10,7,6,9,8,850.0
21,173,69,Paraguay,60,68,37,55,49,65,30,64,60,55,61,65,64,61,54,60,78,60,58,9,7,5,12,9,500.0
20,187,78,Paraguay,60,75,28,23,59,55,23,25,20,20,50,45,55,55,46,55,53,65,61,6,13,6,9,6,500.0
18,180,65,Japan,60,73,50,63,61,61,55,63,44,51,56,57,70,75,69,54,67,40,35,12,7,6,6,14,500.0
18,188,82,Germany,60,76,34,25,61,36,36,36,35,37,33,47,54,64,44,60,46,66,64,8,14,11,6,9,2000.0
19,181,70,Venezuela,60,71,29,20,62,58,30,26,28,26,24,58,61,62,55,63,63,62,59,13,8,14,15,11,500.0
21,184,80,Bolivia,60,67,14,7,12,20,6,14,15,14,25,12,25,33,38,57,44,11,15,62,61,59,58,57,500.0
20,192,75,Croatia,60,74,42,30,66,58,30,42,31,35,63,45,56,55,52,52,53,62,64,6,7,6,15,13,2000.0
24,181,67,Japan,60,65,36,23,58,64,33,59,40,46,61,62,61,68,44,51,66,63,61,14,9,10,13,8,700.0
23,174,67,Japan,60,65,58,40,48,58,41,62,40,50,55,59,72,67,66,56,73,60,54,12,10,9,6,7,700.0
19,179,62,Mexico,60,70,44,23,56,54,27,33,26,30,26,38,72,72,55,50,74,69,65,7,6,10,13,10,2000.0
26,184,82,Mexico,60,63,56,34,61,68,44,61,40,44,68,61,62,65,58,61,55,56,63,9,9,9,9,9,7000.0
19,183,64,Republic of Ireland,60,77,54,60,43,52,53,63,53,42,41,58,72,79,73,46,67,28,28,5,8,12,6,9,5000.0
20,175,68,England,60,71,46,45,37,60,33,59,36,41,56,64,70,66,73,56,73,65,61,12,7,11,10,7,3000.0
23,178,64,United States,60,65,65,60,46,64,52,59,47,41,51,66,68,69,55,42,74,28,26,10,7,10,8,6,2000.0
19,168,64,Bolivia,60,68,44,55,57,65,44,65,58,55,61,61,59,62,55,55,66,67,61,14,13,8,10,8,500.0
21,178,71,Bolivia,60,70,61,22,49,57,22,45,30,31,58,59,63,61,59,51,70,60,60,13,14,7,13,5,500.0
21,181,72,Bolivia,60,69,65,23,58,57,24,26,27,26,39,60,60,55,44,48,65,55,62,13,9,12,14,6,500.0
21,170,67,Bolivia,60,70,60,59,40,55,41,68,37,32,68,65,68,68,55,50,83,26,22,9,12,12,10,10,500.0
19,179,72,Republic of Ireland,60,76,59,51,45,54,43,61,52,48,41,59,79,80,71,54,74,33,37,5,13,13,11,8,6000.0
